text,label
"find your flow trust in yourself and let your passion guide you towards the life youve always dreamed of",1
"were all on our own journey so never forget to love yourself enough and make every moment count",1
"own your power take action toward your goals and watch them become a reality",1
"feeling overwhelmed take action by breaking tasks into manageable steps you can conquer overwhelm and achieve your goals",1
"dont underestimate the power of seemingly insignificant wins  they have the potential to shift everything",1
"the path to success is paved with hard work persistence and a willingness to take action",1
"productivity is about focusing on what truly matters and taking inspired action toward your definition of success",1
"remember to prioritize selfcare and rest as they are essential components of success by taking time to refuel youll be able to perform better and reach your goals faster",1
"embrace your desires and strive for greatness but do so with grace and ease be kind to yourself and understand that setbacks are a natural part of any journey",1
"dream big act bigger  dont let challenges or failures stop you from realizing your ambitions",1
"one small act of influence can have a ripple effect beyond what could ever have been imagined  use its power wisely",1
"focus beyond the finish line  celebrate incremental progress along the way for sustained motivation",1
"take responsibility for your actions and strive to become even better every day  this is the key to lasting success",1
"success belongs to those who dream big and focus on what matters most",1
"simplify your goals focus on the top three demolish the main obstacle and stay fiercely determined",1
"dont wait for success to find you instead identify the skills and knowledge you need to achieve your dreams pursue them relentlessly and watch as you exceed your wildest expectations",1
"dreaming is easy hammering out concrete details is hard",1
"limits can be great for inspiring creative solutions",1
"find joy in the simplest of things for happiness lies in appreciating lifes small wonders",1
"life is a precious gift dont waste it by playing small aim for greatness",1
"the greatest failure in life is not trying at all dare to chase your dreams",1
"adventure is calling and its time to answer with courage and enthusiasm",1
"success is not about luck its about perseverance and relentless determination",1
"life is too short to live in fear take risks embrace change and live fully",1
"dream big work hard and stay humble success will follow",1
"be curious be adventurous and never stop exploring the world around you",1
"surround yourself with positive influences and watch your life transform",1
"success is not about reaching the top its about lifting others up along the way",1
"life is too precious to be spent dwelling on the past live in the present and create a brighter future",1
"adversity reveals our true strength and resilience embrace it as a catalyst for growth",1
"success is not guaranteed but neither is failure take a chance and see where it leads you",1
"success is not about being better than others its about being the best version of yourself",1
"embrace uncertainty for it is the gateway to growth and transformation",1
"life is a canvas paint it with colors that bring you joy",1
"live your life as if every day is an adventure",1
"the best way to predict your future is to create it with passion and purpose",1
"success is not about the destination its about the person you become along the way",1
"life is like a camera focus on whats important and capture the good times",1
"success is not about the applause its about how you feel about yourself",1
"adventure awaits those who seek it with an open heart",1
"success is not an overnight phenomenon its the result of consistent effort over time",1
"failure is not the end its a stepping stone towards success",1
"each month brings its own sacred mercies",1
"the only person you are destined to become is the person you decide to be",1
"live life on your terms make decisions based on facts and not on opinions and blaze your own path",1
"life can feel unpredictable and overwhelming but staying mindful can put you in the drivers seat",1
"remember the darkest nights produce the brightest stars embrace your struggle and let your light shine",1
"challenges are not roadblocks they are stepping stones on the path to greatness",1
"struggle breeds resilience and resilience paves the way for triumph",1
"a diamond shines brightest after enduring immense pressure",1
"within every struggle lies an opportunity for growth and selfdiscovery",1
"the struggle is not a sign of weakness but a testament to your determination",1
"embrace the struggle for it molds you into the person you are meant to be",1
"when faced with adversity remember that stars shine brightest in the darkest skies",1
"the struggle may be tough but so are you keep pushing forward",1
"the struggle is the catalyst for change and the birthplace of innovation",1
"strength grows in the moments when you think you cant go on but you keep going anyway",1
"greatness is not achieved without conquering the battles that come your way",1
"the struggle is the canvas upon which our character is painted",1
"if you take on a challenge and really commit to it youll find that its not just about that one thing  it will create new habits skills and behaviors that can be applied in other parts of your life",1
"the first mistake is an opportunity to learn but if you dont use that experience to make a better decision next time then thats not an innocent mistake  its negligence",1
"if you dont want to sink then its time to cut the negative anchors loose and start swimming",1
"burnout is real if you want success without the hustle and grind plan for breaks and set boundaries for yourself",1
"when youre in love theres no need to understand whats going on because everything happens inside of you",1
"unfortunately people are erecting massive barriers around themselves rather than erecting beautiful bridges to connect",1
"life is all about making those brave and necessary shifts so take a deep breath and trust yourself to make that leap of faith",1
"sustainable success isnt measured by how hard you work but rather by how much time you take to relax and recharge",1
"dont be fooled into thinking that pushing yourself all the time equals progress  taking a break every now and then is just as important if not more so",1
"believe in yourself and be brave enough to take risks and youll find that life is full of endless possibilities",1
"forget the boundaries that have been placed around you or the beliefs youve been told are true and start believing in your own limitless potential",1
"its time to change our perspectives and unleash our inner strength it starts by recognizing how capable you really are",1
"dont be held back by insecurity or fear because you never know what might be on the other side of that leap of faith",1
"when it comes to life if you believe in yourself and take bold risks the possibilities are practically infinite",1
"dare to dream bigger and unlock the power within because there are no boundaries that can hold you back",1
"its time to put aside the limits that have been placed on you and start believing in your own strength and potential",1
"life is too short to settle for anything less than amazing",1
"deep silence is the souls language where words are unnecessary and the heart speaks the truth",1
"twilight is the transition period between the end of the day and the beginning of the night a time to let go of the past and embrace the unknown",1
"each room i enter every road i walk on it asks for me and waits to see whether or not i agreed to it did i try did i grab the moment i love these jumps and where they lead",1
"just as clouds are constantly moving our lives are constantly changing",1
"life is for living so live already",1
"we are born alone live alone and die alone we create the illusion of relationship love and friendship during the intermittent a maya who makes us feel like were not alone",1
"do whatever you can to make the most of the present its the only thing you can control",1
"meadows would bore without greenery and woods would be silent without birds and insects there would have been no thrill had the stream or brook not babbled or trickled",1
"we often think of failure as a negative experience but it can teach us so much if we are open to learning from it",1
"every setback is an opportunity to grow if we take the time to reflect find out what went wrong and use our experiences to move forward",1
"its easy to compare yourself to the people around you but dont let that stop you from embracing the amazing gifts and talents you possess remember they dont have what youve got",1
"you dont need to compare yourself to anyone else  the only person you need to be better than is the one you were yesterday so take a step back choose joy and focus on improving yourself",1
"life is too short to spend it second guessing yourself break down those walls of limiting beliefs and get ready for amazing things ahead",1
"stop letting selfdoubt be the energy that drives your life",1
"believe in yourself and take on every challenge with confidence  your success is something only you can define be bold and embrace lifes opportunities trust meyou wont regret it",1
"nobodys perfect and life is full of challenges but that doesnt mean you dont deserve love and acceptance",1
"weve got to make a habit of doing the things that scare us and have faith in our decisions  because in the end your life really does depend on it",1
"faith is no slave to rituals rules or even religion many a godless men attained faith many a faithless men attained god",1
"natures serene beauty and tranquillity aid in ones search",1
"make yourself the light in the darkness",1
"though the physical appearance changes the soul remains constant in this way everything changes around us but nothing ever changes the essence was always the same",1
"whenever im feeling down i always think back on all my goals and get instantly motivated",1
"take a deep dive into nature you will see everything around you colourful",1
"whether youre facing a challenge or celebrating the little victories in life know that nothing is more courageous than owning and loving your story",1
"dont be afraid to take that first step and go after what you desire  because believe it or not it wants you too you deserve all the good things life has to offer so go ahead and seize them",1
"it takes courage and strength to take a long hard look at who you are what you want out ofthis life and how to make it happen",1
"one small shift in mindset one tiny tweak to your daily routine  these are the things that can end up driving your future",1
"sometimes it can feel like success comes in leaps and bounds but the truth is that small shifts and tweaks are the things that will bring you closer to your desired future",1
"selfcare isnt just about taking care of your body  its about tending to your mental health too and thats something all of us could use a little more of",1
"stop surrounding yourself with all the negative energy that does nothing but drag you down",1
"ive made plenty of mistakes in my day but one thing ive learned is that you never have to make the same mistake twice",1
"dont let anyones opinion of you define who you can be life is too short to worry about what other people think its your life so own it",1
"look deep within you will find everything you seek",1
"solitude is the choice to be alone for selfreflection and happiness",1
"you have to find power in everything negative in your life",1
"true leaders have an unwavering commitment to their mission no matter how insurmountable the odds may seem they are selfless and determined and they understand that through perseverance nothing is impossible",1
"great leaders dont just establish a following they create an army of leaders who are empowered to think for themselves and become their own heroes",1
"if you want to have longterm success as a coach or in any role of leadership having an obsession with your craft is essential it isnt enough to be knowledgeable about what you do  you have to be hungry for improvement",1
"fear can keep us stuck in our comfort zone but courage can open us up to tremendous possibilities and growth the choice is yours",1
"knowledge is great  its the foundation for success  but knowledge alone wont get you far its the hunger and passion for improvement that will take you to the next level and stay there longterm",1
"start celebrating other peoples wins and keep striving for your own life isnt a competition so focus on your journey and appreciate the successes of those around you",1
"life is all about making decisions but its not the decisions we make that shape our lives  its our habits habits are the daily actions that give us direction and eventually decide where we end up so choose your habits wisely",1
"leadership often requires learning and learning requires leadership its not a coincidence that these two concepts are intertwined  without one you cant have the other",1
"there is no shortcut to success  it takes hard work and dedication but with perseverance you can become a leader who draws in quality people",1
"courage doesnt mean feeling no fear it means having the strength to carry on despite it when you face your fears you gain control of your life dont be afraid to take the first step and show the world what youve got",1
"dont let anyone tell you otherwise your potential is limitless stop doubting your potential work hard take small steps and make your dreams a reality",1
"if you want to have longterm success as a coach or in any role of leadership having an obsession with your craft is essential",1
"life is full of unexpected turns and challenges but dont let that stop you from becoming who you are truly meant to be push through any doubts or fears and unlock your hidden potential",1
"fear can be a powerful emotion and its easy to let it direct your decisions but no matter what you choose remember that you are always in control of your destiny dont be afraid to be bold and brave  life is whatever you make it",1
"life isnt about getting the perfect hand of cards  its about taking the cards youre dealt and making the most of them",1
"leadership is not about having the most power or authority its about having the courage and drive to turn ideas into action",1
"leadership is not about having the most power or authority its about having the courage and drive to turn ideas into action",1
"take risks make bold decisions and enjoy the journey of leaving your own unique mark in this world",1
"dont let anything stop you from exploring what lies ahead and making a lasting impact that none of us could have predicted",1
"when it comes to success its not just what you do and how hard you work  its also about taking care of yourself",1
"real courage lies in being able to believe in yourself enough to try again tomorrow even after a tough day",1
"identifying your core values and goals is an incredibly important step on the road to achieving success",1
"people who try to bring you down are only trying to suppress your potential from showing itself because they know if it does then youll be able to achieve great things and leave them in the dust",1
"stress is like a storm quietly building if i can remain calm i quiet the storm",1
"take a moment breathe slow down let go experience the calm",1
"when i calm my mind i experience the greatest joy of all",1
"gratitude and service are the best way to a happy and joyful life",1
"people say dont worry about the small stuff determining if your biggest worry is small stuff is a skill letting go of small stuff is a gift",1
"finding inner peace should be your highest goal and determining steps to reach it should be your highest priority",1
"every moment is a gift the only moment you know for sure is the present moment",1
"strength is found in the calmness of not reacting instantly taking a moment and thinking calmly will bring clarity",1
"thoughts can be like a rough sea turbulent out of control with low visibility however everything becomes clear when the sea is calm including your thoughts",1
"the ultimate pleasure is found in the calmness of the mind",1
"nature is beautiful because it is simple",1
"my highest achievement in life will be inner peace",1
"living in the present and letting go of thoughts that no longer serve me allow me to relax unwind and experience peace",1
"imagine all the stress in your life having wings and can simply fly away in the wind",1
"by becoming my best friend and being comfortable in the quiet i can retreat any time into my personal sanctuary",1
"powerful breathing exercises help me realize good things will happen",1
"remaining calm in stressful situations gives you time to assess the situation later when you are calmer",1
"there is nothing more beautiful than a blue sky and fresh air be one with the sky",1
"the most beautiful things i see are when my mind is the calmest",1
"that you're going to do that again they're incredibly high you're going to so that's where to someone who's not inclined to do a lot of hard training",0
"the answers to your most pressing questions will arrive in your mind by being still in the moment and relaxing",1
"the best defense against stress is a calm mind",1
"the best way to receive abundance is to believe abundance is already present",1
"do not think these days are particularly numbered in the sense that there really is not a question but I'm going to work out today and tomorrow and the next day and the next day and the day after that",0
"natures secrets are simplicity and patience",1
"positive people like you all who spread positive energy achieve success in life i have trained more than 10000 students by now in my teaching experience of 12 years and i can tell this with conviction",1
"em vez de pensarmos na famlia como algo que existe temos de pensar nela como algo que se constri ns fazemos a famlia",1
"treasure good health give thanks to god",1
"its better to wake up than fall back asleep in a town with no dreams",1
"dont pass judgement on how humans communicate with the supreme because everyone has their way of doing things",1
"walking alone through nature can be meditative",1
"life is beautiful cherish every moment appreciate what you have and find joy in the present",1
"everything around you will change when you change yourself into the person you want to be",1
"letting go of thoughts that no longer serve you will increase your inner peace",1
"expressing gratitude is a small action that when practiced every day will allow inner peace to unfold exponentially",1
"simply go outside and have fun the most abundant source of happiness is nature",1
"victory sits perched upon peaks of obstacles confronting us we should never give up",1
"and the 100 days after that being Beyond and part of that is just the fact that I love working out it's fun for me but also it's kind of a pattern thing you know if you wake up every day you go about your day like normal and then you come home the odds",0
"for somebody like me weightlifting but it could be anything you know whatever your is to go from basically no activity like that to a day of really solid badass exertion it can feel like a",0
"your understanding of life will deepen as you spend more time in nature",1
"the brisk wind flowing river rocky mountains dense forest and blue sky all contribute to my deep understanding of life",1
"nature teaches us to be compassionate kind and nondiscriminatory",1
"a subtle kind of murder happenswhen parents dont allow their childrento be the people theyre meant to belove means letting your child just live free",1
"when you are in the presence of the beauty of nature nothing but happiness can overtake you",1
" perspective is everythingthat is when you can break apart something or look at it from a new angle it loses its power over you",1
"if you look at nature closely you will notice miracles all around you",1
"regrettably we believe we own the earth the trees the mountains flowing rivers and many other things but we are all owned by nature",1
"every time i admire nature i wish i could just disappear into it",1
"throw yourself into natures arms when youre completely lost in the dark it will reveal a new glimmer of hope",1
"so you have to kind of train your mind in a way and definitely learn to police your own thoughts",1
"im not exaggerating when I say you got to kind of toughen up your own mind you know because if one of your buddies really pushes himself on legs and he's going to take you with him for a leg day if you're the type of guy to be like I don't want to do that oh it's going to be hard oh my goodness even if you still do it to have already had that mindset and that mentality",1
"music is all around you all you have to do is listen to it",1
"[Music] back again back again can you believe it another day of a Sam workout guess what out of all things I",0
"natures secret is simplicity and patience",1
"one can discover true bliss in natures stillness",1
"even if you still have that mindset and that mentality and that sort of uh those thoughts really pop up in your head and you keep replaying the whole time you're just not going to have a good workout you know",1
"outside influences cannot bring the peace you crave you must find peace from within",1
"i would take one minute of peace of mind instead of the best dessert on earth",1
"by smiling you automatically feel peace",1
"[Music]",0
"positive emotions are created with peaceful thoughts",1
"sometimes it is because we are chosen that we are rejected",1
"regular practice consistency and selfconfidence can only help you becoming a great player",1
"there is no limit to what one can ask of ones adolescent self",1
"the law of karma states that neither a drop of kindness nor a speck of evil will go unreturned",1
"you are pretty now but if you dont learn to love yourself even if you are pretty you are not truly considered beautiful",1
"honestly ive wanted to give up a lot of times but i worked hard i believed i would succeed if i worked hard",1
"accept situations without hesitation and allow things to flow naturally in whatever direction they want",1
"through everything and every atma soul in this universe you can see paramatma supreme",1
"hell and heaven exist in the present moment stop worrying about heaven because they are both present right now",1
"dont be depressed about a misfortune because it could be a fortune",1
"its never too late to ask yourself am i willing to change from within",1
"intellect tangles and knots people but love and compassion dissolve all tangles",1
"its absolutely ok to make poor choices no one knows the world completely to come out with better results is real responsibility",1
"nothing hurls an individual towards their goals faster than the sting of defeat thats when all the probing postmortem questions get asked victory is the fluffing up and reinforcing of the existing ego",1
"using less time to produce more is intelligent then why do intelligent people choose to multitask",1
"if multitasking is the solution for doing more in less time then the human race is moving towards a time when we will attempt to finish items on our todo list while we sleep",1
"one who seeks a perfect friend will find none",1
"he was given too much agency in a fallen world",1
"man who is deeply in love with nature never ages",1
"true comfort cannot be bought with fame and luxury it must be earned through personal growth and selfacceptance",1
"what youre good at is important for sure but what you love is the greatest motivator you have",1
"why cant i change why you yell to the heavens momentarily forgetting that you are not the leading character in a silent film being tied ceremoniously to a train track by a scurrilous villain with a handlebar mustache",1
"once a habit is formed we cant forget that response completely but we can interrupt and replace it with something else",1
"microsized habit changes make problems more manageable and goals more attainable you can do this anytime anywhere for the low low cost of totally free there are no barriers to entry",1
"happiness and sufferings coexist on the wheel of life",1
"the smile on a childs face is the most priceless thing in the world never let the child inside of you die and make sure to look after it whenever it needs something you would improve everything if you had a kinder heart happy childrens day",1
"anyone who does not comprehend your silence is unlikely to comprehend what you say or think",1
"you are appealing because you are distinct",1
"faith is the power that allows a perplexing world to emerge into the light",1
"greed is the source of all suffering and pain",1
"and if you want it its all yours",1
"you can initiate a phase of death and rebirth at any time you dont have to sit idle and wait for an outside force to make that happen for you choose to end things this will always spark an opportunity for a new beginning",1
"a healthy dose of pain and discomfort is required to balance out all the highs of live embrace the challenge",1
"there are two types of individuals those who crumble under pressure and those who thrive when subjected to extreme situations",1
"we must peel away the bitterness of life from time to time in order to reveal the richer aspects of life",1
"not all soldiers wield spears",1
"your greatest successes in life will often come from assisting others in their endeavours",1
"as god moves us into a new year normalize doing your own thing regardless of what anyone says or thinks mind your business and become great at it lastly stop being accessible to everyone you will find peace within",1
"true bliss is never experienced through the senses pancha jnanendriya but exists beyond the senses",1
"when its inside dont search in the dark outside",1
"life is a series of natural and unanticipated changes dont fight them instead accept them with grace",1
"people tend to do stuff because they expect to get something out of it",1
"im not scared of failing i simply do not know how to fly",1
"life goes on and others replace the dead death changes nothing",1
"if you want to be happy let go of your anger and bitterness and embrace kindness compassion faith and love",1
"to find peace let go of your rage lust greed guilt and bitterness",1
"it feels like salinger wrote the catcher in the rye in a day and that incredible feeling of ease inspires writing inspires the pursuit of voice not his voice my voice your voice",1
"silence is the most effective tool for accomplishing goals",1
"how we perceive supreme reflects how we perceive ourselves",1
"always keep your head held high",1
"i believe that selfdefense is essential in protecting ones wellbeing and dignity",1
"while you exist be good",1
"every glittering stone like every shining metal is not precious",1
"there should be no shame in openly saying i want this there should be no shame in not knowing what one wants",1
"when you sow a seed it will grow somehow someway it will grow",1
"already eaten for the day cuz I mean there's no chance you're going to remember if you say to yourself like oh I'll I'll just remember how much protein I had in my head you know I okay I had 50 grams in the morning uh wait how much should I have for lunch come on and you're not going to",0
"when you have a soul sometimes it burns",1
"the success zone and the comfort zone are not in the same place",1
"why are you looking outside when it is already inside you",1
"something to be um this is something to be argued for sure not saying this is the actual perfect approach but even bulking I still do my 30 minutes of cardio on the bike in the morning followed by the workout in the evening because same",0
"when you earn your worth you learn your worth this is why learning is a never ending process",1
"there are a thousand different ways to get home just dance and celebrate until you dissolve into one",1
"according to the wheel of life everything is subject to change and extinction",1
"pretty winded after like a set of um you know crazy heavy squats I'm definitely sitting there huffing and puffing before I can get my heart rate back down to Baseline and and do another set so having a reasonably healthy cardio system or not even healthy but let's",0
"eternal light is something that has always existed the amount of light you receive will depend on your actions",1
"as one thinks about the objects of the senses one becomes attached to them attachment comes before desire and desire comes before anger",1
"whenever we reach an unexpected barrier in the way of honoring our souls truth through action it is essential to dust ourselves off and keep flying toward our dreams",1
"when one becomes selfaware all mental delusions fade away like darkness in the sky banished by the movement of the sun",1
"the world which is like a mountain echoes your words back to you be in love no matter where you are or what you do",1
"understanding others is a sign of intelligence understanding oneself is a sign of true wisdom controlling others is a sign of strength but mastering oneself is a sign of true power",1
"if you're already in the gym you should try your damnest to make yourself as excited about it as possible because for one thing that's going to give you a better workout on that day and that's setting yourself up to actually be able to keep doing it day after after day after day",0
"one who is too relentless to listen to other peoples views finds very few people who agree with him",1
"behind what you're doing when I'm in the gym and I see guys or I'm talking to whoever uh it's not super often but there are a few guys that I've uh I've seen in my gyms before where they have absolutely nothing to talk about except",0
"we are in charge of our destiny and we control our future by how we think and act",1
"the greatest feeling in the world to me is triumph",1
"facts didnt matter to people if they were smiling",1
"love and kindness serve as a bridge between you and all living things",1
"the mind is everything in this world it is the source of all pain and suffering if the mind can be healed it will cure all illnesses in this world",1
"im not afraid of strong winds because im learning to fly",1
"for complaints oh dude I'm dying today man I'm so tired verbatim he's going yeah I don't want to be here right now so then why are you here right",0
"just celebrate and dance life is a moment we are living right now",1
"faith isnt blind belief its unwavering trust",1
"the human brain is capable of doing more than just thinking about earning bread and butter live your life to the fullest so that you wont regret it in future travel explore learn create and help",1
"the most contented man is one who has control over his desires",1
